,img_name,upper_fabric,lower_fabric,outer_fabric,upper_pattern,lower_pattern,outer_pattern,img_id,img_num,img_view,segm_name
19598,WOMEN-Dresses-id_00005821-01_3_back.jpg,1,1,6,5,5,5,WOMEN-Dresses-id_00005821,01,back,WOMEN-Dresses-id_00005821-01_3_back_segm.png
22654,WOMEN-Graphic_Tees-id_00007206-01_4_full.jpg,1,0,7,1,3,7,WOMEN-Graphic_Tees-id_00007206,01,full,WOMEN-Graphic_Tees-id_00007206-01_4_full_segm.png
24404,WOMEN-Jackets_Coats-id_00007316-02_7_additional.jpg,1,0,1,1,3,3,WOMEN-Jackets_Coats-id_00007316,02,additional,WOMEN-Jackets_Coats-id_00007316-02_7_additional_segm.png
13582,WOMEN-Cardigans-id_00001851-04_7_additional.jpg,1,1,1,3,3,3,WOMEN-Cardigans-id_00001851,04,additional,WOMEN-Cardigans-id_00001851-04_7_additional_segm.png
27540,WOMEN-Shorts-id_00004623-02_4_full.jpg,1,0,7,1,5,7,WOMEN-Shorts-id_00004623,02,full,WOMEN-Shorts-id_00004623-02_4_full_segm.png
265,MEN-Jackets_Vests-id_00003336-09_4_full.jpg,1,1,1,3,3,3,MEN-Jackets_Vests-id_00003336,09,full,MEN-Jackets_Vests-id_00003336-09_4_full_segm.png
37039,WOMEN-Tees_Tanks-id_00003315-03_7_additional.jpg,1,0,7,3,3,7,WOMEN-Tees_Tanks-id_00003315,03,additional,WOMEN-Tees_Tanks-id_00003315-03_7_additional_segm.png
3173,MEN-Tees_Tanks-id_00001137-01_4_full.jpg,1,0,7,3,3,7,MEN-Tees_Tanks-id_00001137,01,full,MEN-Tees_Tanks-id_00001137-01_4_full_segm.png
15044,WOMEN-Dresses-id_00000378-06_7_additional.jpg,1,1,7,1,1,7,WOMEN-Dresses-id_00000378,06,additional,WOMEN-Dresses-id_00000378-06_7_additional_segm.png
42298,WOMEN-Tees_Tanks-id_00006847-04_4_full.jpg,1,0,7,0,3,7,WOMEN-Tees_Tanks-id_00006847,04,full,WOMEN-Tees_Tanks-id_00006847-04_4_full_segm.png
28887,WOMEN-Skirts-id_00007044-01_4_full.jpg,1,1,7,3,0,7,WOMEN-Skirts-id_00007044,01,full,WOMEN-Skirts-id_00007044-01_4_full_segm.png
10963,WOMEN-Blouses_Shirts-id_00005696-02_7_additional.jpg,5,0,7,3,3,7,WOMEN-Blouses_Shirts-id_00005696,02,additional,WOMEN-Blouses_Shirts-id_00005696-02_7_additional_segm.png
3875,MEN-Tees_Tanks-id_00003228-14_4_full.jpg,1,1,7,3,3,7,MEN-Tees_Tanks-id_00003228,14,full,MEN-Tees_Tanks-id_00003228-14_4_full_segm.png
20543,WOMEN-Dresses-id_00006835-03_4_full.jpg,1,1,7,1,3,7,WOMEN-Dresses-id_00006835,03,full,WOMEN-Dresses-id_00006835-03_4_full_segm.png
25460,WOMEN-Rompers_Jumpsuits-id_00001126-06_3_back.jpg,1,1,7,3,3,7,WOMEN-Rompers_Jumpsuits-id_00001126,06,back,WOMEN-Rompers_Jumpsuits-id_00001126-06_3_back_segm.png
29392,WOMEN-Sweaters-id_00001106-01_4_full.jpg,4,4,7,1,1,7,WOMEN-Sweaters-id_00001106,01,full,WOMEN-Sweaters-id_00001106-01_4_full_segm.png
23751,WOMEN-Jackets_Coats-id_00004902-02_7_additional.jpg,1,2,1,3,3,3,WOMEN-Jackets_Coats-id_00004902,02,additional,WOMEN-Jackets_Coats-id_00004902-02_7_additional_segm.png
31852,WOMEN-Sweaters-id_00007654-01_7_additional.jpg,4,0,7,2,3,7,WOMEN-Sweaters-id_00007654,01,additional,WOMEN-Sweaters-id_00007654-01_7_additional_segm.png
28446,WOMEN-Skirts-id_00003521-03_1_front.jpg,1,1,7,3,3,7,WOMEN-Skirts-id_00003521,03,front,WOMEN-Skirts-id_00003521-03_1_front_segm.png
32748,WOMEN-Sweatshirts_Hoodies-id_00007778-01_7_additional.jpg,1,1,1,3,3,3,WOMEN-Sweatshirts_Hoodies-id_00007778,01,additional,WOMEN-Sweatshirts_Hoodies-id_00007778-01_7_additional_segm.png
41379,WOMEN-Tees_Tanks-id_00006185-02_2_side.jpg,1,1,7,3,3,7,WOMEN-Tees_Tanks-id_00006185,02,side,WOMEN-Tees_Tanks-id_00006185-02_2_side_segm.png
27501,WOMEN-Shorts-id_00004325-03_4_full.jpg,1,1,7,3,0,7,WOMEN-Shorts-id_00004325,03,full,WOMEN-Shorts-id_00004325-03_4_full_segm.png
37933,WOMEN-Tees_Tanks-id_00003753-01_4_full.jpg,4,1,7,1,0,7,WOMEN-Tees_Tanks-id_00003753,01,full,WOMEN-Tees_Tanks-id_00003753-01_4_full_segm.png
28370,WOMEN-Skirts-id_00002686-02_1_front.jpg,1,0,7,3,3,7,WOMEN-Skirts-id_00002686,02,front,WOMEN-Skirts-id_00002686-02_1_front_segm.png
15818,WOMEN-Dresses-id_00001340-02_4_full.jpg,1,1,7,2,2,7,WOMEN-Dresses-id_00001340,02,full,WOMEN-Dresses-id_00001340-02_4_full_segm.png
16856,WOMEN-Dresses-id_00002756-02_2_side.jpg,1,1,7,2,2,7,WOMEN-Dresses-id_00002756,02,side,WOMEN-Dresses-id_00002756-02_2_side_segm.png
43924,WOMEN-Tees_Tanks-id_00007903-07_4_full.jpg,1,0,7,3,3,7,WOMEN-Tees_Tanks-id_00007903,07,full,WOMEN-Tees_Tanks-id_00007903-07_4_full_segm.png
25029,WOMEN-Pants-id_00005554-02_1_front.jpg,1,0,7,3,3,7,WOMEN-Pants-id_00005554,02,front,WOMEN-Pants-id_00005554-02_1_front_segm.png
1549,MEN-Shorts-id_00005778-01_1_front.jpg,1,1,7,3,3,7,MEN-Shorts-id_00005778,01,front,MEN-Shorts-id_00005778-01_1_front_segm.png
16886,WOMEN-Dresses-id_00002785-02_4_full.jpg,1,1,7,1,1,7,WOMEN-Dresses-id_00002785,02,full,WOMEN-Dresses-id_00002785-02_4_full_segm.png
25257,WOMEN-Rompers_Jumpsuits-id_00000373-04_4_full.jpg,5,5,7,3,3,7,WOMEN-Rompers_Jumpsuits-id_00000373,04,full,WOMEN-Rompers_Jumpsuits-id_00000373-04_4_full_segm.png
12082,WOMEN-Blouses_Shirts-id_00006945-03_4_full.jpg,1,5,7,1,1,7,WOMEN-Blouses_Shirts-id_00006945,03,full,WOMEN-Blouses_Shirts-id_00006945-03_4_full_segm.png
34521,WOMEN-Tees_Tanks-id_00001480-01_7_additional.jpg,1,0,7,3,3,7,WOMEN-Tees_Tanks-id_00001480,01,additional,WOMEN-Tees_Tanks-id_00001480-01_7_additional_segm.png
8721,WOMEN-Blouses_Shirts-id_00003540-03_1_front.jpg,1,0,1,1,3,1,WOMEN-Blouses_Shirts-id_00003540,03,front,WOMEN-Blouses_Shirts-id_00003540-03_1_front_segm.png
25650,WOMEN-Rompers_Jumpsuits-id_00001750-01_2_side.jpg,1,1,7,3,3,7,WOMEN-Rompers_Jumpsuits-id_00001750,01,side,WOMEN-Rompers_Jumpsuits-id_00001750-01_2_side_segm.png
9513,WOMEN-Blouses_Shirts-id_00004290-02_4_full.jpg,1,0,7,1,3,7,WOMEN-Blouses_Shirts-id_00004290,02,full,WOMEN-Blouses_Shirts-id_00004290-02_4_full_segm.png
32936,WOMEN-Tees_Tanks-id_00000117-12_4_full.jpg,1,0,7,3,3,7,WOMEN-Tees_Tanks-id_00000117,12,full,WOMEN-Tees_Tanks-id_00000117-12_4_full_segm.png
29360,WOMEN-Sweaters-id_00000964-11_7_additional.jpg,1,0,1,3,3,3,WOMEN-Sweaters-id_00000964,11,additional,WOMEN-Sweaters-id_00000964-11_7_additional_segm.png
11359,WOMEN-Blouses_Shirts-id_00006191-03_4_full.jpg,1,0,7,4,3,7,WOMEN-Blouses_Shirts-id_00006191,03,full,WOMEN-Blouses_Shirts-id_00006191-03_4_full_segm.png
13819,WOMEN-Cardigans-id_00002511-02_4_full.jpg,1,0,4,3,3,5,WOMEN-Cardigans-id_00002511,02,full,WOMEN-Cardigans-id_00002511-02_4_full_segm.png
18262,WOMEN-Dresses-id_00004450-02_7_additional.jpg,1,1,7,0,0,7,WOMEN-Dresses-id_00004450,02,additional,WOMEN-Dresses-id_00004450-02_7_additional_segm.png
26662,WOMEN-Rompers_Jumpsuits-id_00007341-02_4_full.jpg,1,0,7,0,3,7,WOMEN-Rompers_Jumpsuits-id_00007341,02,full,WOMEN-Rompers_Jumpsuits-id_00007341-02_4_full_segm.png
595,MEN-Pants-id_00003301-02_7_additional.jpg,1,1,2,3,3,3,MEN-Pants-id_00003301,02,additional,MEN-Pants-id_00003301-02_7_additional_segm.png
24793,WOMEN-Pants-id_00002147-02_1_front.jpg,1,1,7,1,3,7,WOMEN-Pants-id_00002147,02,front,WOMEN-Pants-id_00002147-02_1_front_segm.png
22821,WOMEN-Jackets_Coats-id_00000261-04_4_full.jpg,1,0,1,3,3,3,WOMEN-Jackets_Coats-id_00000261,04,full,WOMEN-Jackets_Coats-id_00000261-04_4_full_segm.png
35765,WOMEN-Tees_Tanks-id_00002258-04_4_full.jpg,1,0,7,3,1,7,WOMEN-Tees_Tanks-id_00002258,04,full,WOMEN-Tees_Tanks-id_00002258-04_4_full_segm.png
42902,WOMEN-Tees_Tanks-id_00007193-03_4_full.jpg,1,0,7,1,3,7,WOMEN-Tees_Tanks-id_00007193,03,full,WOMEN-Tees_Tanks-id_00007193-03_4_full_segm.png
28672,WOMEN-Skirts-id_00005607-03_1_front.jpg,1,1,7,3,3,7,WOMEN-Skirts-id_00005607,03,front,WOMEN-Skirts-id_00005607-03_1_front_segm.png
19617,WOMEN-Dresses-id_00005835-03_3_back.jpg,1,1,7,1,1,7,WOMEN-Dresses-id_00005835,03,back,WOMEN-Dresses-id_00005835-03_3_back_segm.png
13166,WOMEN-Blouses_Shirts-id_00007936-02_1_front.jpg,1,2,5,3,3,1,WOMEN-Blouses_Shirts-id_00007936,02,front,WOMEN-Blouses_Shirts-id_00007936-02_1_front_segm.png
33789,WOMEN-Tees_Tanks-id_00000905-01_4_full.jpg,1,1,7,1,3,7,WOMEN-Tees_Tanks-id_00000905,01,full,WOMEN-Tees_Tanks-id_00000905-01_4_full_segm.png
23298,WOMEN-Jackets_Coats-id_00002666-01_2_side.jpg,1,0,1,3,3,1,WOMEN-Jackets_Coats-id_00002666,01,side,WOMEN-Jackets_Coats-id_00002666-01_2_side_segm.png
564,MEN-Pants-id_00002006-04_7_additional.jpg,1,1,7,3,3,7,MEN-Pants-id_00002006,04,additional,MEN-Pants-id_00002006-04_7_additional_segm.png
41783,WOMEN-Tees_Tanks-id_00006546-09_4_full.jpg,1,0,7,3,3,7,WOMEN-Tees_Tanks-id_00006546,09,full,WOMEN-Tees_Tanks-id_00006546-09_4_full_segm.png
19662,WOMEN-Dresses-id_00005875-03_7_additional.jpg,1,1,7,0,0,7,WOMEN-Dresses-id_00005875,03,additional,WOMEN-Dresses-id_00005875-03_7_additional_segm.png
36611,WOMEN-Tees_Tanks-id_00002927-06_4_full.jpg,1,0,7,3,3,7,WOMEN-Tees_Tanks-id_00002927,06,full,WOMEN-Tees_Tanks-id_00002927-06_4_full_segm.png
40489,WOMEN-Tees_Tanks-id_00005492-02_1_front.jpg,1,0,7,3,3,7,WOMEN-Tees_Tanks-id_00005492,02,front,WOMEN-Tees_Tanks-id_00005492-02_1_front_segm.png
17047,WOMEN-Dresses-id_00002938-05_2_side.jpg,1,1,7,3,3,7,WOMEN-Dresses-id_00002938,05,side,WOMEN-Dresses-id_00002938-05_2_side_segm.png
26314,WOMEN-Rompers_Jumpsuits-id_00005420-02_1_front.jpg,1,1,7,3,3,7,WOMEN-Rompers_Jumpsuits-id_00005420,02,front,WOMEN-Rompers_Jumpsuits-id_00005420-02_1_front_segm.png
4676,MEN-Tees_Tanks-id_00005207-02_4_full.jpg,1,0,7,3,3,7,MEN-Tees_Tanks-id_00005207,02,full,MEN-Tees_Tanks-id_00005207-02_4_full_segm.png
23909,WOMEN-Jackets_Coats-id_00005297-03_7_additional.jpg,7,7,1,7,7,3,WOMEN-Jackets_Coats-id_00005297,03,additional,WOMEN-Jackets_Coats-id_00005297-03_7_additional_segm.png
2707,MEN-Sweatshirts_Hoodies-id_00006147-08_7_additional.jpg,1,1,7,3,3,7,MEN-Sweatshirts_Hoodies-id_00006147,08,additional,MEN-Sweatshirts_Hoodies-id_00006147-08_7_additional_segm.png
39373,WOMEN-Tees_Tanks-id_00004730-02_4_full.jpg,1,1,7,3,3,7,WOMEN-Tees_Tanks-id_00004730,02,full,WOMEN-Tees_Tanks-id_00004730-02_4_full_segm.png
6182,WOMEN-Blouses_Shirts-id_00000876-02_4_full.jpg,1,0,7,4,3,7,WOMEN-Blouses_Shirts-id_00000876,02,full,WOMEN-Blouses_Shirts-id_00000876-02_4_full_segm.png
36420,WOMEN-Tees_Tanks-id_00002810-02_4_full.jpg,1,0,7,2,3,7,WOMEN-Tees_Tanks-id_00002810,02,full,WOMEN-Tees_Tanks-id_00002810-02_4_full_segm.png
42259,WOMEN-Tees_Tanks-id_00006797-02_4_full.jpg,4,0,7,3,3,7,WOMEN-Tees_Tanks-id_00006797,02,full,WOMEN-Tees_Tanks-id_00006797-02_4_full_segm.png
15283,WOMEN-Dresses-id_00000636-02_4_full.jpg,1,1,7,1,1,7,WOMEN-Dresses-id_00000636,02,full,WOMEN-Dresses-id_00000636-02_4_full_segm.png
36336,WOMEN-Tees_Tanks-id_00002699-09_4_full.jpg,1,0,7,3,3,7,WOMEN-Tees_Tanks-id_00002699,09,full,WOMEN-Tees_Tanks-id_00002699-09_4_full_segm.png
5857,WOMEN-Blouses_Shirts-id_00000448-02_4_full.jpg,1,1,7,3,3,7,WOMEN-Blouses_Shirts-id_00000448,02,full,WOMEN-Blouses_Shirts-id_00000448-02_4_full_segm.png
40039,WOMEN-Tees_Tanks-id_00005202-04_4_full.jpg,1,0,7,3,3,7,WOMEN-Tees_Tanks-id_00005202,04,full,WOMEN-Tees_Tanks-id_00005202-04_4_full_segm.png
1533,MEN-Shorts-id_00004920-01_7_additional.jpg,1,1,7,3,3,7,MEN-Shorts-id_00004920,01,additional,MEN-Shorts-id_00004920-01_7_additional_segm.png
39917,WOMEN-Tees_Tanks-id_00005085-63_4_full.jpg,1,1,0,3,3,3,WOMEN-Tees_Tanks-id_00005085,63,full,WOMEN-Tees_Tanks-id_00005085-63_4_full_segm.png
32969,WOMEN-Tees_Tanks-id_00000135-05_4_full.jpg,1,0,7,3,3,7,WOMEN-Tees_Tanks-id_00000135,05,full,WOMEN-Tees_Tanks-id_00000135-05_4_full_segm.png
21532,WOMEN-Dresses-id_00007951-02_3_back.jpg,1,1,7,3,3,7,WOMEN-Dresses-id_00007951,02,back,WOMEN-Dresses-id_00007951-02_3_back_segm.png
20671,WOMEN-Dresses-id_00006954-02_2_side.jpg,1,1,7,3,3,7,WOMEN-Dresses-id_00006954,02,side,WOMEN-Dresses-id_00006954-02_2_side_segm.png
16328,WOMEN-Dresses-id_00002086-04_3_back.jpg,1,1,7,5,5,7,WOMEN-Dresses-id_00002086,04,back,WOMEN-Dresses-id_00002086-04_3_back_segm.png
33726,WOMEN-Tees_Tanks-id_00000834-02_4_full.jpg,1,1,7,1,1,7,WOMEN-Tees_Tanks-id_00000834,02,full,WOMEN-Tees_Tanks-id_00000834-02_4_full_segm.png
1318,MEN-Shirts_Polos-id_00005557-09_7_additional.jpg,1,0,7,3,3,7,MEN-Shirts_Polos-id_00005557,09,additional,MEN-Shirts_Polos-id_00005557-09_7_additional_segm.png
41274,WOMEN-Tees_Tanks-id_00006101-03_4_full.jpg,1,0,7,3,3,7,WOMEN-Tees_Tanks-id_00006101,03,full,WOMEN-Tees_Tanks-id_00006101-03_4_full_segm.png
33084,WOMEN-Tees_Tanks-id_00000248-02_7_additional.jpg,1,1,7,2,3,7,WOMEN-Tees_Tanks-id_00000248,02,additional,WOMEN-Tees_Tanks-id_00000248-02_7_additional_segm.png
21466,WOMEN-Dresses-id_00007882-03_1_front.jpg,1,1,7,1,1,7,WOMEN-Dresses-id_00007882,03,front,WOMEN-Dresses-id_00007882-03_1_front_segm.png
21196,WOMEN-Dresses-id_00007618-02_7_additional.jpg,5,5,7,3,3,7,WOMEN-Dresses-id_00007618,02,additional,WOMEN-Dresses-id_00007618-02_7_additional_segm.png
42708,WOMEN-Tees_Tanks-id_00007022-21_4_full.jpg,1,0,7,3,3,7,WOMEN-Tees_Tanks-id_00007022,21,full,WOMEN-Tees_Tanks-id_00007022-21_4_full_segm.png
21363,WOMEN-Dresses-id_00007799-03_3_back.jpg,1,1,7,1,1,7,WOMEN-Dresses-id_00007799,03,back,WOMEN-Dresses-id_00007799-03_3_back_segm.png
3159,MEN-Tees_Tanks-id_00001121-04_4_full.jpg,1,1,7,3,3,7,MEN-Tees_Tanks-id_00001121,04,full,MEN-Tees_Tanks-id_00001121-04_4_full_segm.png
13762,WOMEN-Cardigans-id_00002207-04_2_side.jpg,1,2,5,1,3,1,WOMEN-Cardigans-id_00002207,04,side,WOMEN-Cardigans-id_00002207-04_2_side_segm.png
5478,WOMEN-Blouses_Shirts-id_00000040-03_4_full.jpg,5,0,7,1,3,7,WOMEN-Blouses_Shirts-id_00000040,03,full,WOMEN-Blouses_Shirts-id_00000040-03_4_full_segm.png
36950,WOMEN-Tees_Tanks-id_00003241-02_1_front.jpg,1,1,7,3,3,7,WOMEN-Tees_Tanks-id_00003241,02,front,WOMEN-Tees_Tanks-id_00003241-02_1_front_segm.png
32901,WOMEN-Tees_Tanks-id_00000109-02_4_full.jpg,1,0,7,6,3,7,WOMEN-Tees_Tanks-id_00000109,02,full,WOMEN-Tees_Tanks-id_00000109-02_4_full_segm.png
24632,WOMEN-Leggings-id_00002459-01_1_front.jpg,1,0,4,3,3,3,WOMEN-Leggings-id_00002459,01,front,WOMEN-Leggings-id_00002459-01_1_front_segm.png
16759,WOMEN-Dresses-id_00002602-02_2_side.jpg,1,1,7,3,3,7,WOMEN-Dresses-id_00002602,02,side,WOMEN-Dresses-id_00002602-02_2_side_segm.png
17320,WOMEN-Dresses-id_00003267-02_3_back.jpg,1,1,7,0,1,7,WOMEN-Dresses-id_00003267,02,back,WOMEN-Dresses-id_00003267-02_3_back_segm.png
31856,WOMEN-Sweaters-id_00007662-03_4_full.jpg,4,0,7,1,3,7,WOMEN-Sweaters-id_00007662,03,full,WOMEN-Sweaters-id_00007662-03_4_full_segm.png
15511,WOMEN-Dresses-id_00000857-02_4_full.jpg,1,1,0,3,1,3,WOMEN-Dresses-id_00000857,02,full,WOMEN-Dresses-id_00000857-02_4_full_segm.png
24932,WOMEN-Pants-id_00003919-05_1_front.jpg,1,1,7,3,3,7,WOMEN-Pants-id_00003919,05,front,WOMEN-Pants-id_00003919-05_1_front_segm.png
39575,WOMEN-Tees_Tanks-id_00004925-04_4_full.jpg,1,1,7,3,3,7,WOMEN-Tees_Tanks-id_00004925,04,full,WOMEN-Tees_Tanks-id_00004925-04_4_full_segm.png
16314,WOMEN-Dresses-id_00002077-04_7_additional.jpg,5,5,7,3,3,7,WOMEN-Dresses-id_00002077,04,additional,WOMEN-Dresses-id_00002077-04_7_additional_segm.png
33548,WOMEN-Tees_Tanks-id_00000622-01_7_additional.jpg,1,0,7,3,3,7,WOMEN-Tees_Tanks-id_00000622,01,additional,WOMEN-Tees_Tanks-id_00000622-01_7_additional_segm.png
11483,WOMEN-Blouses_Shirts-id_00006305-02_4_full.jpg,1,1,7,3,3,7,WOMEN-Blouses_Shirts-id_00006305,02,full,WOMEN-Blouses_Shirts-id_00006305-02_4_full_segm.png
4597,MEN-Tees_Tanks-id_00005095-01_7_additional.jpg,1,1,7,6,3,7,MEN-Tees_Tanks-id_00005095,01,additional,MEN-Tees_Tanks-id_00005095-01_7_additional_segm.png
18744,WOMEN-Dresses-id_00005008-02_2_side.jpg,5,5,7,1,1,7,WOMEN-Dresses-id_00005008,02,side,WOMEN-Dresses-id_00005008-02_2_side_segm.png
30936,WOMEN-Sweaters-id_00005110-04_4_full.jpg,4,0,7,3,3,7,WOMEN-Sweaters-id_00005110,04,full,WOMEN-Sweaters-id_00005110-04_4_full_segm.png
23249,WOMEN-Jackets_Coats-id_00002339-02_4_full.jpg,1,1,1,3,3,1,WOMEN-Jackets_Coats-id_00002339,02,full,WOMEN-Jackets_Coats-id_00002339-02_4_full_segm.png
4021,MEN-Tees_Tanks-id_00003470-15_4_full.jpg,1,0,7,3,3,7,MEN-Tees_Tanks-id_00003470,15,full,MEN-Tees_Tanks-id_00003470-15_4_full_segm.png
41985,WOMEN-Tees_Tanks-id_00006602-16_4_full.jpg,1,0,7,3,3,7,WOMEN-Tees_Tanks-id_00006602,16,full,WOMEN-Tees_Tanks-id_00006602-16_4_full_segm.png
63,MEN-Denim-id_00004051-01_4_full.jpg,1,0,7,3,3,7,MEN-Denim-id_00004051,01,full,MEN-Denim-id_00004051-01_4_full_segm.png
77,MEN-Denim-id_00005887-02_7_additional.jpg,1,0,7,3,3,7,MEN-Denim-id_00005887,02,additional,MEN-Denim-id_00005887-02_7_additional_segm.png
17359,WOMEN-Dresses-id_00003331-02_1_front.jpg,1,1,7,3,3,7,WOMEN-Dresses-id_00003331,02,front,WOMEN-Dresses-id_00003331-02_1_front_segm.png
15306,WOMEN-Dresses-id_00000662-01_7_additional.jpg,1,1,7,2,2,7,WOMEN-Dresses-id_00000662,01,additional,WOMEN-Dresses-id_00000662-01_7_additional_segm.png
16429,WOMEN-Dresses-id_00002281-01_1_front.jpg,1,1,7,1,1,7,WOMEN-Dresses-id_00002281,01,front,WOMEN-Dresses-id_00002281-01_1_front_segm.png
31121,WOMEN-Sweaters-id_00005720-04_7_additional.jpg,1,0,7,2,3,7,WOMEN-Sweaters-id_00005720,04,additional,WOMEN-Sweaters-id_00005720-04_7_additional_segm.png
38767,WOMEN-Tees_Tanks-id_00004258-01_1_front.jpg,1,0,7,3,3,7,WOMEN-Tees_Tanks-id_00004258,01,front,WOMEN-Tees_Tanks-id_00004258-01_1_front_segm.png
15592,WOMEN-Dresses-id_00001000-02_7_additional.jpg,1,1,7,1,1,7,WOMEN-Dresses-id_00001000,02,additional,WOMEN-Dresses-id_00001000-02_7_additional_segm.png
17645,WOMEN-Dresses-id_00003670-08_1_front.jpg,1,1,7,3,3,7,WOMEN-Dresses-id_00003670,08,front,WOMEN-Dresses-id_00003670-08_1_front_segm.png
12827,WOMEN-Blouses_Shirts-id_00007612-02_4_full.jpg,5,0,5,3,3,1,WOMEN-Blouses_Shirts-id_00007612,02,full,WOMEN-Blouses_Shirts-id_00007612-02_4_full_segm.png
37432,WOMEN-Tees_Tanks-id_00003495-01_7_additional.jpg,1,1,7,2,2,7,WOMEN-Tees_Tanks-id_00003495,01,additional,WOMEN-Tees_Tanks-id_00003495-01_7_additional_segm.png
16200,WOMEN-Dresses-id_00001956-04_7_additional.jpg,1,1,1,3,3,3,WOMEN-Dresses-id_00001956,04,additional,WOMEN-Dresses-id_00001956-04_7_additional_segm.png
24226,WOMEN-Jackets_Coats-id_00006582-03_1_front.jpg,1,0,1,3,3,3,WOMEN-Jackets_Coats-id_00006582,03,front,WOMEN-Jackets_Coats-id_00006582-03_1_front_segm.png
25836,WOMEN-Rompers_Jumpsuits-id_00002761-05_1_front.jpg,1,1,7,2,2,7,WOMEN-Rompers_Jumpsuits-id_00002761,05,front,WOMEN-Rompers_Jumpsuits-id_00002761-05_1_front_segm.png
14966,WOMEN-Dresses-id_00000269-11_1_front.jpg,1,1,7,0,0,7,WOMEN-Dresses-id_00000269,11,front,WOMEN-Dresses-id_00000269-11_1_front_segm.png
21523,WOMEN-Dresses-id_00007940-02_4_full.jpg,1,1,7,3,3,7,WOMEN-Dresses-id_00007940,02,full,WOMEN-Dresses-id_00007940-02_4_full_segm.png
35289,WOMEN-Tees_Tanks-id_00002085-03_4_full.jpg,1,2,7,3,3,7,WOMEN-Tees_Tanks-id_00002085,03,full,WOMEN-Tees_Tanks-id_00002085-03_4_full_segm.png
21810,WOMEN-Graphic_Tees-id_00001263-02_4_full.jpg,1,1,7,1,0,7,WOMEN-Graphic_Tees-id_00001263,02,full,WOMEN-Graphic_Tees-id_00001263-02_4_full_segm.png
27592,WOMEN-Shorts-id_00004829-04_4_full.jpg,1,1,7,1,3,7,WOMEN-Shorts-id_00004829,04,full,WOMEN-Shorts-id_00004829-04_4_full_segm.png
24590,WOMEN-Leggings-id_00000286-05_1_front.jpg,1,0,4,1,3,3,WOMEN-Leggings-id_00000286,05,front,WOMEN-Leggings-id_00000286-05_1_front_segm.png
15915,WOMEN-Dresses-id_00001475-03_2_side.jpg,1,1,7,0,0,7,WOMEN-Dresses-id_00001475,03,side,WOMEN-Dresses-id_00001475-03_2_side_segm.png
207,MEN-Jackets_Vests-id_00002375-01_7_additional.jpg,4,0,2,3,5,3,MEN-Jackets_Vests-id_00002375,01,additional,MEN-Jackets_Vests-id_00002375-01_7_additional_segm.png
14342,WOMEN-Cardigans-id_00005760-02_1_front.jpg,1,2,1,3,3,6,WOMEN-Cardigans-id_00005760,02,front,WOMEN-Cardigans-id_00005760-02_1_front_segm.png
25410,WOMEN-Rompers_Jumpsuits-id_00001004-04_7_additional.jpg,1,1,7,0,0,7,WOMEN-Rompers_Jumpsuits-id_00001004,04,additional,WOMEN-Rompers_Jumpsuits-id_00001004-04_7_additional_segm.png
18899,WOMEN-Dresses-id_00005182-01_1_front.jpg,1,1,7,1,1,7,WOMEN-Dresses-id_00005182,01,front,WOMEN-Dresses-id_00005182-01_1_front_segm.png
571,MEN-Pants-id_00002236-01_7_additional.jpg,1,1,7,3,6,7,MEN-Pants-id_00002236,01,additional,MEN-Pants-id_00002236-01_7_additional_segm.png
18347,WOMEN-Dresses-id_00004541-02_4_full.jpg,1,1,7,3,3,7,WOMEN-Dresses-id_00004541,02,full,WOMEN-Dresses-id_00004541-02_4_full_segm.png
7937,WOMEN-Blouses_Shirts-id_00002713-02_4_full.jpg,5,5,7,1,3,7,WOMEN-Blouses_Shirts-id_00002713,02,full,WOMEN-Blouses_Shirts-id_00002713-02_4_full_segm.png
29998,WOMEN-Sweaters-id_00002782-02_7_additional.jpg,1,0,2,0,5,3,WOMEN-Sweaters-id_00002782,02,additional,WOMEN-Sweaters-id_00002782-02_7_additional_segm.png
15589,WOMEN-Dresses-id_00000995-04_4_full.jpg,1,1,7,1,1,7,WOMEN-Dresses-id_00000995,04,full,WOMEN-Dresses-id_00000995-04_4_full_segm.png
16384,WOMEN-Dresses-id_00002177-03_4_full.jpg,1,1,7,3,3,7,WOMEN-Dresses-id_00002177,03,full,WOMEN-Dresses-id_00002177-03_4_full_segm.png
18615,WOMEN-Dresses-id_00004884-03_2_side.jpg,1,1,7,1,1,7,WOMEN-Dresses-id_00004884,03,side,WOMEN-Dresses-id_00004884-03_2_side_segm.png
291,MEN-Jackets_Vests-id_00004235-01_4_full.jpg,1,0,2,3,4,3,MEN-Jackets_Vests-id_00004235,01,full,MEN-Jackets_Vests-id_00004235-01_4_full_segm.png
35491,WOMEN-Tees_Tanks-id_00002162-58_4_full.jpg,1,0,7,3,3,7,WOMEN-Tees_Tanks-id_00002162,58,full,WOMEN-Tees_Tanks-id_00002162-58_4_full_segm.png
9528,WOMEN-Blouses_Shirts-id_00004326-02_4_full.jpg,1,0,7,1,3,7,WOMEN-Blouses_Shirts-id_00004326,02,full,WOMEN-Blouses_Shirts-id_00004326-02_4_full_segm.png
7021,WOMEN-Blouses_Shirts-id_00001741-01_4_full.jpg,1,0,7,1,3,7,WOMEN-Blouses_Shirts-id_00001741,01,full,WOMEN-Blouses_Shirts-id_00001741-01_4_full_segm.png
